genre_ids,popularity,release_date,title,vote_average,vote_count
Comedy,13.629000000000001,2017-07-17,#RealityHigh,6.4,703
Horror,13.53,2017-02-03,Rings,4.9,1785
"Comedy, Romance",13.352,2017-09-01,The Layover,5.1,358
"Comedy, Drama",13.27,2017-12-01,The Disaster Artist,7.2,1895
"Horror, Thriller",13.237,2017-09-23,Cult of Chucky,5.2,549
"Drama, Thriller, Mystery",13.089,2017-10-20,The Killing of a Sacred Deer,6.9,1518
"Science Fiction, Drama",13.044,1977-11-16,Close Encounters of the Third Kind,7.3,2005
Drama,12.687999999999999,2017-11-17,"Roman J. Israel, Esq.",6.2,499
"Drama, Horror, Thriller",12.583,2017-09-24,Gerald's Game,6.4,1683
Comedy,12.525,2017-11-10,Daddy's Home 2,6.0,1267
"Romance, Drama",12.469000000000001,2017-09-29,SPF-18,4.4,647
"War, Action, History, Thriller",12.463,2017-07-07,The Man with the Iron Heart,6.5,292
Comedy,12.45,2017-12-22,Father Figures,5.8,277
"Action, Crime, Thriller",12.398,2017-10-06,Brawl in Cell Block 99,6.7,511
"Thriller, Action, Drama",12.345999999999998,2017-10-27,Acts of Vengeance,5.7,195
Horror,12.337,2017-06-09,It Comes at Night,5.8,1141
"Comedy, Drama, Romance",12.322000000000001,2017-06-23,The Big Sick,7.4,1302
"Thriller, Action, Mystery",12.285,2017-10-06,Overdrive,6.1,484
"Science Fiction, Horror, Thriller",12.259,2018-04-06,The Endless,6.4,321
"TV Movie, Family, Action, Comedy, Music, Adventure",12.21,2017-07-21,Descendants 2,7.3,717
"Action, Crime, Mystery",12.116,2017-04-21,Free Fire,6.3,540
"Drama, Romance",12.083,2017-02-10,Fifty Shades Darker,6.1,4489
"Comedy, Drama, History",11.988,2017-09-22,Battle of the Sexes,6.9,1045
"Drama, Crime, Thriller",11.934000000000001,2017-12-08,Bullet Head,4.8,270
"Drama, Fantasy, Romance",11.886,2017-07-07,A Ghost Story,7.0,906
Drama,11.817,2017-01-22,To the Bone,7.3,2193
"Drama, History",11.645,2017-03-31,The Zookeeper's Wife,7.4,726
Drama,11.597000000000001,2017-10-06,The Florida Project,7.4,1125
Drama,11.567,2017-06-16,The Book of Henry,7.5,579
"Crime, Drama, Thriller",11.494000000000002,2017-08-11,Good Time,7.1,805
"Horror, Mystery, Thriller",11.375,2017-09-26,Jeepers Creepers 3,4.3,321
"Drama, Thriller, Romance, Science Fiction, Mystery",11.315999999999999,2017-06-30,2:22,5.8,809
"Drama, Fantasy, Romance",11.287,2017-09-08,Fallen,6.0,995
"Drama, Mystery, Thriller",11.283,2017-03-10,Personal Shopper,5.9,603
"Horror, Thriller",11.273,2017-10-24,Creep 2,6.4,282
"Crime, Comedy",11.25,2017-04-07,Going in Style,6.6,1324
"Drama, Thriller",11.241,2018-03-09,Thoroughbreds,6.3,398
"Action, War",11.220999999999998,2017-01-24,USS Indianapolis: Men of Courage,5.9,328
"Action, Comedy, Thriller, Mystery",11.209000000000001,2017-06-16,Once Upon a Time in Venice,5.2,310
"Horror, Mystery, Thriller",11.187999999999999,2017-09-08,The Limehouse Golem,5.9,279
"Mystery, Horror, Thriller",11.173,2017-10-06,The Crucifixion,5.3,204
"Thriller, Horror, Comedy",11.034,2018-01-19,Mom and Dad,5.1,375
Drama,11.017000000000001,2017-08-11,The Glass Castle,7.1,352
"Crime, Drama",11.001,2017-03-17,T2 Trainspotting,7.0,1741
Comedy,11.0,2017-04-28,How to Be a Latin Lover,6.3,197
"Drama, Thriller",10.959000000000001,2017-08-04,Kidnap,6.0,805
"Thriller, Drama, Crime, Mystery",10.940999999999999,2017-12-25,All the Money in the World,6.4,1200
"Drama, Thriller, Science Fiction",10.932,2017-04-28,The Circle,5.5,2689
"Drama, History",10.918,2017-09-22,Victoria & Abdul,6.9,595
"Adventure, Animation, Comedy, Family, Fantasy, Music",10.879000000000001,2017-11-22,Olaf's Frozen Adventure,6.1,834
"Crime, Drama, Thriller, History",10.872,2017-07-28,Detroit,7.3,795
"Action, Thriller, Crime",10.870999999999999,2017-07-21,First Kill,5.5,246
"Comedy, Family",10.839,2017-05-19,Diary of a Wimpy Kid: The Long Haul,5.6,193
"Adventure, Drama, Science Fiction, Action",10.805,2017-06-28,Okja,7.5,2146
"Action, Animation, Fantasy, Science Fiction, Thriller",10.77,2017-01-24,Justice League Dark,6.9,393
"Drama, Western",10.743,2017-06-23,The Beguiled,5.7,1170
"Comedy, Drama, Science Fiction",10.682,2017-12-22,Downsizing,5.1,1887
"Adventure, Action, Animation, Science Fiction",10.659,2017-08-14,Batman and Harley Quinn,5.9,289
"Drama, Romance",10.606,2017-10-13,Breathe,7.5,323
"Action, Thriller, Crime",10.565,2017-08-04,Security,6.0,352
"Action, Thriller",10.511,2017-09-01,Unlocked,6.2,516
"Comedy, Drama, Romance",10.478,2017-09-08,Home Again,5.9,659
"Action, Science Fiction, Thriller, Mystery",10.478,2017-12-01,24 Hours to Live,5.6,289
"Action, Crime, Thriller",10.395999999999999,2017-01-13,Sleepless,5.8,702
"Drama, Romance",10.309000000000001,2017-10-13,Professor Marston and the Wonder Women,7.3,364
"Thriller, Horror",10.235,2017-11-14,Amityville: The Awakening,5.4,638
"Thriller, Horror, Fantasy",10.219,2017-07-14,Wish Upon,5.4,690
"Adventure, Drama, Thriller",10.073,2017-10-14,Jungle,6.2,817
"Family, History",10.068,2017-10-13,Goodbye Christopher Robin,7.1,409
Drama,10.05,2017-12-01,Wonder Wheel,6.3,714
"Animation, Drama, Mystery",10.025,2017-09-22,Loving Vincent,8.2,1200
"Music, Drama, Romance",10.016,2017-08-31,Kiss and Cry,7.5,222
"Thriller, Crime, Drama, Mystery",9.988999999999999,2017-10-27,Suburbicon,5.8,879
"Drama, Romance",9.89,2017-08-25,Tulip Fever,6.4,307
"Comedy, Drama, Family, Fantasy",9.854,2017-01-27,A Dog's Purpose,7.2,1484
"Horror, Thriller",9.847000000000001,2017-01-13,The Bye Bye Man,5.1,678
"Drama, Science Fiction",9.844,2017-09-29,Flatliners,5.7,1249
"Drama, War",9.839,2017-06-09,Megan Leavey,7.1,378
"Science Fiction, Animation, Action",9.818,2017-04-04,Teen Titans: The Judas Contract,7.2,250
Comedy,9.808,2017-02-17,Fist Fight,6.0,708
Comedy,9.763,2017-04-14,Sandy Wexler,5.2,223
Horror,9.642000000000001,2017-02-03,Don't Knock Twice,5.1,350
"Action, Drama, Mystery",9.631,2017-08-18,6 Days,5.9,325
Comedy,9.62,2017-06-30,The House,5.7,474
"Drama, Fantasy",9.559,2017-03-03,The Shack,7.1,808
Drama,9.476,2017-10-20,Wonderstruck,6.1,210
"Crime, Drama, Horror, Mystery, Thriller",9.467,2017-10-20,1922,5.9,1245
Drama,9.396,2017-10-27,The Square,6.9,606
"Thriller, War",9.377,2017-04-07,Mine,6.5,735
"Drama, Horror, Romance, Thriller",9.343,2017-10-10,The Lodgers,4.8,214
"Romance, Drama",9.302999999999999,2017-01-23,God's Own Country,7.8,321
"Romance, Drama",9.256,2017-01-25,Newness,5.8,257
Drama,9.246,2017-06-06,Brain on Fire,7.2,671
"Drama, Comedy",9.245,2017-08-11,Ingrid Goes West,6.5,427
"Romance, Family",9.244,2017-12-14,Christmas Wedding Planner,5.5,197
"Comedy, Drama",9.237,2017-07-28,Brigsby Bear,7.3,188
"Romance, War, Comedy, Drama",9.175,2017-04-07,Their Finest,6.8,207
"Thriller, Romance, Drama",9.149,2017-06-19,You Get Me,5.6,1167
"Thriller, War, Drama",9.126,2017-01-13,Alone in Berlin,6.5,196
"Action, Comedy, Horror",9.042,2017-03-13,Mayhem,6.4,222
"Thriller, Action",9.035,2017-02-24,Collide,5.6,331
"Family, Animation, Adventure, Comedy",8.975,2017-08-11,The Nut Job 2: Nutty by Nature,5.7,227
"Crime, Drama, History, Thriller, TV Movie",8.922,2017-05-20,The Wizard of Lies,6.5,264
Drama,8.855,2017-11-17,Mudbound,7.6,590
"Action, Comedy, Science Fiction",8.827,2017-01-13,Monster Trucks,5.9,414
"Drama, Comedy",8.815,2017-11-03,Last Flag Flying,6.9,193
Comedy,8.718,2017-04-14,The Outcasts,6.4,340
"Family, Drama",8.629,2017-10-03,Rip Tide,6.0,272
"Drama, History",8.613999999999999,2017-02-10,A United Kingdom,6.8,281
Drama,8.604,2017-07-14,Lady Macbeth,6.5,275
Comedy,8.589,2017-07-21,Girls Trip,6.8,968
"Fantasy, Horror, Mystery, Thriller",8.516,2017-08-25,Death Note,4.2,2475
"Drama, Romance",8.373,2018-03-09,The Leisure Seeker,7.3,236
Romance,8.323,2017-12-15,Christmas Inheritance,6.5,444
"Drama, Thriller",8.323,2017-04-21,Unforgettable,5.5,310
"Drama, History, Thriller",8.274,2017-09-29,Mark Felt: The Man Who Brought Down the White House,5.8,214
Comedy,8.269,2017-06-30,The Little Hours,5.6,192
"Comedy, Horror",8.261000000000001,2017-09-01,Little Evil,5.7,520
"Action, Crime, Mystery, Thriller",8.211,2017-10-20,Wheelman,5.8,266
"Animation, Drama, War, Family",8.208,2017-11-17,The Breadwinner,7.9,277
Drama,8.172,2017-06-02,Handsome Devil,7.1,340
Romance,8.152000000000001,2017-11-17,A Christmas Prince,6.7,813
"Thriller, War, Drama",8.142000000000001,2017-05-12,The Wall,6.1,407
"Family, Animation, Romance, Comedy",8.097000000000001,2017-06-01,In a Heartbeat,8.3,684
"Thriller, Action",8.08,2017-01-21,Bushwick,5.2,194
"Drama, History, War",7.979,2017-09-15,First They Killed My Father,7.5,249
"Mystery, Thriller, Drama",7.915,2017-05-26,Berlin Syndrome,6.1,336
"Comedy, Drama",7.881,2017-05-05,3 Generations,6.4,284
Drama,7.879,2017-10-13,Marshall,7.3,257
Drama,7.836,2017-09-22,Stronger,7.0,782
Horror,7.806,2017-02-17,XX,4.9,222
"Drama, Thriller",7.724,2017-09-29,Super Dark Times,6.5,250
"Crime, Drama, Mystery, Thriller",7.7139999999999995,2017-12-08,November Criminals,5.1,328
"Drama, History, Comedy",7.687,2017-11-22,The Man Who Invented Christmas,6.6,323
"Horror, Comedy",7.593999999999999,2017-10-20,Boo 2! A Madea Halloween,5.5,352
"Comedy, Drama",7.551,2017-03-03,Table 19,6.0,604
"Drama, Romance, Science Fiction, Thriller, Mystery",7.542000000000001,2017-01-20,The Discovery,6.2,651
"Drama, Romance",7.54,2017-06-09,My Cousin Rachel,5.5,335
Thriller,7.528,2017-08-04,Message from the King,6.3,197
"Animation, Comedy, Family",7.445,2017-03-31,The Boss Baby,6.4,4314
Documentary,7.442,2017-11-11,Jim & Andy: The Great Beyond,7.6,304
"Science Fiction, Drama, Mystery",7.356,2017-09-08,Rememory,6.1,210
"Mystery, Thriller",7.312,2017-10-27,All I See Is You,4.9,311
"Drama, Music",7.249,2017-06-16,All Eyez on Me,6.4,695
"Comedy, Drama",7.233,2018-02-16,The Party,6.4,229
"Thriller, Horror",7.087999999999999,2017-01-13,Clinical,5.3,199
"Drama, War",7.035,2017-04-21,Sand Castle,6.4,348
Documentary,7.026,2017-02-03,I Am Not Your Negro,8.1,196
"Drama, Romance",7.001,2017-08-25,Beach Rats,5.9,262
Comedy,6.97,2017-03-24,Wilson,5.8,195
"Drama, Mystery, Romance",6.941,2017-04-28,Voice from the Stone,5.5,231
"Drama, Music, Romance",6.922999999999999,2017-03-17,Song to Song,5.3,472
"Drama, Mystery, Crime",6.917000000000001,2017-12-22,Crooked House,6.4,339
Drama,6.797999999999999,2017-07-28,A Family Man,6.8,243
"Comedy, Crime, Drama, Thriller",6.4110000000000005,2017-01-19,I Don't Feel at Home in This World Anymore,6.6,595
"Romance, Drama",6.18,2017-09-29,Our Souls at Night,6.5,198
"Comedy, Drama",5.689,2017-10-13,The Meyerowitz Stories (New and Selected),6.4,465
"Documentary, Music",5.544,2017-09-22,Gaga: Five Foot Two,7.7,368
Documentary,5.3,2017-06-08,Chris Brown: Welcome to My Life,6.4,226
"Action, Science Fiction, Adventure, Horror",4.043,2017-12-15,Beyond Skyline,4.9,523
"Action, Horror, Science Fiction",0.8440000000000001,2017-01-27,Resident Evil: The Final Chapter,5.9,1859
"Adventure, Action, Fantasy",80.773,2018-04-27,Avengers: Infinity War,8.3,13948
"Action, Adventure, Animation, Science Fiction, Comedy",60.534,2018-12-14,Spider-Man: Into the Spider-Verse,8.4,4048
Adventure,48.508,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,6.9,4870
"Family, Animation, Comedy, Fantasy, Adventure",48.056999999999995,2018-11-21,Ralph Breaks the Internet,7.2,2626
"Action, Adventure, Science Fiction, Comedy",44.729,2018-07-06,Ant-Man and the Wasp,7.0,6290
"Action, Adventure, Science Fiction",43.078,2018-12-21,Bumblebee,6.5,2425
"Adventure, Fantasy",40.095,2018-12-14,Mortal Engines,6.0,1751
"Action, Comedy, Adventure",38.894,2018-05-10,Deadpool 2,7.5,8773
"Action, Adventure, Fantasy",38.102,2018-12-21,Aquaman,6.8,6155
"Drama, Music",37.196999999999996,2018-11-02,Bohemian Rhapsody,8.1,7629
"Action, Adventure, Animation, Family",36.286,2018-06-15,Incredibles 2,7.6,6354
"Drama, Comedy",36.284,2018-11-16,Green Book,8.3,3499
"Drama, Romance, Music",35.848,2018-10-05,A Star Is Born,7.5,5676
"Action, Adventure, Science Fiction",34.958,2018-06-22,Jurassic World: Fallen Kingdom,6.5,5995
"Drama, History",32.624,2018-12-25,On the Basis of Sex,7.4,225
"Thriller, Action, Drama",32.476,2018-09-07,Peppermint,6.5,716
"Comedy, Romance",31.613000000000003,2018-08-16,To All the Boys I've Loved Before,7.9,4481
"Action, Science Fiction, Thriller, Horror",31.397,2018-08-10,The Meg,5.9,2896
"Thriller, Crime, Mystery, Drama",31.32,2018-10-12,Bad Times at the El Royale,6.8,1365
"Horror, Mystery, Thriller",31.25,2018-09-07,The Nun,5.6,2813
"Fantasy, Family, Comedy",30.419,2018-12-19,Mary Poppins Returns,6.6,1457
"Adventure, Science Fiction",30.029,2018-03-29,Ready Player One,7.6,7021
"Action, Fantasy, Science Fiction, Adventure",30.019000000000002,2018-03-23,Pacific Rim: Uprising,5.9,2213
"Action, Thriller",29.961,2018-10-26,Hunter Killer,6.3,683
"Action, Crime, Drama, Thriller",29.725,2018-06-29,Sicario: Day of the Soldado,6.7,1317
Action,29.69,2018-07-27,Mission: Impossible - Fallout,7.3,3811
"Action, Adventure, Science Fiction",29.502,2018-05-25,Solo: A Star Wars Story,6.6,3838
"Science Fiction, Action, Thriller, Adventure, Horror",29.473000000000003,2018-09-14,The Predator,5.2,2018
"Drama, Horror, Thriller, Science Fiction",29.154,2018-04-06,A Quiet Place,7.3,5848
"Drama, History, Comedy",28.651,2018-11-23,The Favourite,7.7,2096
"Action, Science Fiction, Thriller, Horror",28.44,2018-07-04,The First Purge,5.8,1846
Drama,26.906999999999996,2018-11-21,Creed II,6.7,2236
"Family, Fantasy, Comedy, Animation",26.815,2018-06-30,Hotel Transylvania 3: Summer Vacation,6.8,1673
"Action, Crime, Thriller",26.425,2018-11-09,The Girl in the Spider's Web,6.0,501
"Fantasy, Adventure, Family",26.235,2018-11-02,The Nutcracker and the Four Realms,6.0,909
"Animation, Family, Adventure, Fantasy",26.230999999999998,2018-09-28,Smallfoot,6.6,600
Action,26.229,2018-07-13,Skyscraper,6.1,2177
"Horror, Mystery, Thriller",26.185,2018-06-08,Hereditary,7.0,2491
"Thriller, Drama",26.156,2018-11-12,Bird Box,7.0,4777
"Crime, Comedy, Action, Thriller",26.009,2018-06-08,Ocean's Eight,6.9,3709
Comedy,25.478,2018-10-26,Johnny English Strikes Again,6.2,1035
"Drama, History, War",25.334,1993-12-15,Schindler's List,8.5,8065
"Horror, War, Science Fiction",25.248,2018-11-09,Overlord,6.7,1028
Science Fiction,25.197,2018-02-23,Annihilation,6.3,4465
"Crime, Drama",25.101,2018-07-30,BlacKkKlansman,7.6,3138
"Action, Adventure, Fantasy",24.968000000000004,2018-03-16,Tomb Raider,6.3,4310
"Adventure, Drama",24.535999999999998,2018-08-17,Alpha,5.9,1167
"Animation, Family, Comedy, Fantasy",24.488000000000003,2018-11-09,The Grinch,6.4,1060
"Action, Adventure, Science Fiction, Fantasy",24.238000000000003,2018-04-13,Rampage,6.2,3176
"Science Fiction, Thriller",23.967,2018-08-03,The Darkest Minds,6.8,1158
"Science Fiction, Action",23.805,2018-08-31,Kin,6.2,289
"Science Fiction, Mystery, Adventure",23.781,1968-04-10,2001: A Space Odyssey,8.0,5837
Action,23.758000000000003,2018-06-29,Escape Plan 2: Hades,4.7,508
"Action, Science Fiction",23.166,2018-01-26,Maze Runner: The Death Cure,7.0,3894
"Thriller, Action, Crime",22.961,2018-07-20,The Equalizer 2,6.4,2089
"History, Drama",22.958000000000002,2018-10-12,First Man,7.1,2304
"Action, Comedy, Crime",22.775,2018-08-24,The Happytime Murders,5.7,380
"Action, Thriller, Crime",22.738000000000003,2018-01-19,Den of Thieves,6.6,1244
"Comedy, Drama",22.634,2018-11-16,Instant Family,7.6,782
"Drama, Romance",22.511999999999997,2018-02-09,Fifty Shades Freed,6.1,3535
"Drama, Comedy, Fantasy",22.031999999999996,2018-12-21,Welcome to Marwen,6.6,286
Comedy,21.840999999999998,2018-04-06,Blockers,6.1,969
"Fantasy, Family",21.805,2018-09-21,The House with a Clock in Its Walls,6.2,933
"Action, Thriller, Science Fiction",21.413,2018-06-01,Upgrade,7.4,1326
Action,21.246,2018-08-17,Mile 22,6.0,920
"Thriller, Crime, Mystery, Comedy, Drama",21.121,2018-09-14,A Simple Favor,6.6,1756
"Adventure, Comedy, Family, Fantasy",20.930999999999997,2018-08-03,Christopher Robin,7.4,1280
"Thriller, Horror",20.839000000000002,2018-10-19,Halloween,6.4,2020
"Crime, Thriller",20.628,2018-11-16,Widows,6.5,941
"Horror, Drama",20.262999999999998,2018-11-30,The Possession of Hannah Grace,5.1,393
"Adventure, Comedy, Fantasy, Family, Horror",20.238,2018-10-12,Goosebumps 2: Haunted Halloween,5.6,428
"Action, Thriller",20.063,2018-01-12,The Commuter,6.2,2394
"Romance, Comedy",19.477,2018-05-04,Overboard,6.3,535
"Mystery, Comedy, Crime",19.459,2018-02-23,Game Night,6.9,2756
"Comedy, Action",19.428,2018-12-11,Once Upon a Deadpool,7.0,238
"Mystery, Adventure, Comedy, Crime",19.331,2018-12-25,Holmes & Watson,4.1,217
"Action, Comedy",19.224,2018-08-03,The Spy Who Dumped Me,6.4,966
"Crime, Drama",19.135,2018-10-19,The Hate U Give,8.2,636
"Drama, Action",18.750999999999998,2018-02-02,Braven,5.9,356
"Mystery, Thriller",18.117,2018-03-02,Red Sparrow,6.5,3406
"Action, Crime, Drama, Thriller",18.014,2018-03-02,Death Wish,5.9,1207
"Drama, Horror, Thriller",17.999000000000002,2018-09-20,The Perfection,6.6,272
"Comedy, Drama, Romance",17.969,2018-08-15,Crazy Rich Asians,7.1,1496
Horror,17.861,2018-07-20,Unfriended: Dark Web,6.1,365
Romance,17.79,2018-11-16,The Princess Switch,7.1,1109
"Drama, Crime",17.604,2018-10-19,Can You Ever Forgive Me?,6.9,450
Drama,17.273,2018-12-07,Ben Is Back,6.7,254
"Crime, Thriller, Comedy, Drama, Mystery",17.182000000000002,2019-04-19,Under the Silver Lake,6.4,338
"Mystery, Thriller, Horror",16.999000000000002,2018-08-10,Slender Man,4.0,712
"Adventure, Drama",16.926,2018-11-29,Mowgli: Legend of the Jungle,6.6,1373
"Horror, Fantasy",16.925,2018-10-26,Suspiria,7.0,752
"Comedy, Drama, Romance",16.804000000000002,2018-09-07,Sierra Burgess Is a Loser,6.5,2243
"Comedy, Drama, Western",16.787,2018-11-09,The Ballad of Buster Scruggs,7.2,1604
"Family, Comedy, Animation, Adventure",16.675,2018-02-16,Early Man,5.9,338
"Animation, Action, Comedy, Science Fiction",16.523,2018-07-27,Teen Titans Go! To the Movies,7.0,304
"Romance, Comedy",16.322,2018-12-21,Second Act,6.2,361
"Horror, Thriller",16.316,2018-03-23,Unsane,6.2,667
Comedy,16.298,2018-04-20,I Feel Pretty,6.4,1088
"Adventure, Fantasy",16.266,2008-07-11,Hellboy II: The Golden Army,6.7,2820
"Science Fiction, Thriller, Romance",16.232,2018-03-30,The Titan,5.3,654
"Drama, History",16.142,2018-09-21,Colette,7.0,320
"Drama, History",16.115,2018-12-07,Mary Queen of Scots,6.6,592
"Mystery, Horror, Thriller",16.017,2018-01-05,Insidious: The Last Key,6.1,1306
"Animation, Adventure, Family",15.974,2018-02-09,Peter Rabbit,6.5,650
"Romance, Drama, Music",15.953,2018-01-26,Forever My Girl,7.4,406
"Mystery, Thriller, Horror, Science Fiction",15.932,2018-02-04,The Cloverfield Paradox,5.6,1716
"Fantasy, Science Fiction, Comedy",15.887,2018-07-06,Sorry to Bother You,6.9,481
"Comedy, Drama",15.753,2018-10-19,Mid90s,7.5,301
"Comedy, Romance",15.72,2018-07-20,Mamma Mia! Here We Go Again,7.2,1722
"Comedy, Drama, Romance",15.607999999999999,2018-03-16,"Love, Simon",8.2,3165
"Adventure, Fantasy, Romance, Drama",15.482000000000001,2018-08-17,The Little Mermaid,4.8,461
Drama,15.363,2018-11-16,At Eternity's Gate,6.9,490
"Science Fiction, Thriller",15.245,2018-05-04,Anon,5.8,681
Drama,15.199000000000002,2018-06-29,Leave No Trace,6.8,417
"Science Fiction, Action, Adventure, Family",15.123,2018-08-24,A-X-L,5.7,383
"Adventure, Comedy, Family",15.027000000000001,2018-01-12,Paddington 2,7.5,887
"Animation, Action, Drama, Science Fiction",14.909,2018-07-03,The Death of Superman,7.4,255
"Horror, Mystery, Thriller",14.780999999999999,2018-06-22,Ghostland,7.2,764
"Comedy, Drama",14.777000000000001,2018-07-13,Eighth Grade,7.4,519
"Comedy, Drama",14.764000000000001,2018-12-28,Stan & Ollie,7.1,272
"Drama, History, Crime",14.655999999999999,2018-08-24,Papillon,7.4,645
"Drama, Crime, Documentary",14.619000000000002,2018-06-01,American Animals,7.0,315
"Thriller, Science Fiction, Action",14.585,2018-06-08,Hotel Artemis,5.9,471
"Thriller, Mystery, Fantasy, Horror",14.401,2018-09-21,Apostle,6.1,536
"Romance, Comedy",14.130999999999998,2018-06-12,Set It Up,7.0,1501
"Comedy, Crime, Drama",14.001,2018-09-28,The Old Man & the Gun,6.5,306
"Comedy, Drama",13.931,2018-05-04,Tully,6.9,624
"Drama, Action, History",13.897,2018-11-09,Outlaw King,6.9,625
"Crime, Drama",13.794,2018-09-14,White Boy Rick,6.3,277
"Thriller, Mystery, Drama, Horror",13.753,2018-09-22,Hold the Dark,5.2,436
"Comedy, Drama, Western",13.738,2018-09-21,The Sisters Brothers,7.0,590
Comedy,13.696,2018-05-11,Life of the Party,6.2,435
"Drama, History, Thriller",13.692,2018-08-29,Operation Finale,6.7,282
Drama,13.629000000000001,2018-11-02,Boy Erased,7.2,431
"Science Fiction, Horror, Action",13.622,2018-04-17,Deep Blue Sea 2,4.5,194
"Drama, Romance, Crime",13.579,2018-12-14,If Beale Street Could Talk,7.2,388
"Action, Crime, Thriller",13.335,2018-03-09,The Hurricane Heist,5.4,476
"Thriller, Thriller",13.334000000000001,2018-04-13,10x10,5.2,218
"Horror, Thriller",13.31,2018-03-09,The Strangers: Prey at Night,5.4,621
"Drama, Fantasy",13.272,2018-03-23,I Kill Giants,6.1,619
"Comedy, Drama",13.220999999999998,2018-12-07,Dumplin',7.1,658
"War, Drama, History, Action",13.183,2018-01-19,12 Strong,5.6,1312
Comedy,13.046,2018-04-20,Dude,5.6,494
Drama,13.0,2018-08-03,The Miseducation of Cameron Post,7.1,317
"Romance, Animation, Comedy, Family, Fantasy, Mystery, Adventure",12.987,2018-03-23,Sherlock Gnomes,5.4,343
Horror,12.955,2018-09-28,Hell Fest,5.5,273
Drama,12.943,2018-05-18,First Reformed,6.9,446
"Thriller, Fantasy",12.867,2018-10-12,I Still See You,6.8,196
Thriller,12.59,2018-04-06,You Were Never Really Here,6.6,1027
"Adventure, Science Fiction, Family, Fantasy",12.529000000000002,2018-03-09,A Wrinkle in Time,5.0,1073
"Fantasy, Mystery, Thriller, Horror",12.44,2018-02-02,Winchester,5.7,884
Documentary,12.439,2018-06-08,Won't You Be My Neighbor?,8.3,204
"Comedy, Romance",12.388,2018-05-25,Ibiza,5.8,797
Drama,12.374,2018-08-17,The Wife,7.2,441
"Comedy, Romance, Fantasy",12.373,2018-02-09,When We First Met,6.6,1433
"Thriller, Action, Animation, Science Fiction",12.370999999999999,2018-01-12,Batman: Gotham by Gaslight,6.5,271
"Drama, Horror, Thriller, Mystery",12.293,2018-04-13,Marrowbone,7.1,480
"Science Fiction, Mystery, Drama, Thriller, TV Movie",12.282,2018-12-28,Black Mirror: Bandersnatch,7.0,1932
"Comedy, Action, Crime",12.225999999999999,2018-03-09,Gringo,5.9,321
"Drama, Horror",12.187000000000001,2018-04-20,Ghost Stories,6.5,558
"Comedy, Drama",12.145,2018-08-03,Like Father,6.4,359
"Comedy, Romance",12.057,2018-09-21,Nappily Ever After,7.3,549
"Comedy, History",11.697000000000001,2018-03-09,The Death of Stalin,7.0,733
Thriller,11.682,2018-05-04,Bad Samaritan,6.7,210
"Drama, Science Fiction, Thriller",11.657,2018-06-18,Fahrenheit 451,5.4,362
"Drama, History, Thriller",11.575999999999999,2018-02-09,The 15:17 to Paris,5.3,799
Horror,11.542,2018-02-09,The Ritual,6.0,1088
"Comedy, Drama",11.491,2018-07-20,Blindspotting,7.6,224
"Drama, Romance",11.487,2018-05-25,Mary Shelley,7.1,388
Documentary,11.474,2018-08-31,Free Solo,8.0,355
"Romance, Comedy, Family",11.270999999999999,2018-11-02,The Holiday Calendar,6.7,569
Comedy,11.267999999999999,2018-04-27,Candy Jar,6.4,281
"Thriller, Mystery, Horror",11.232999999999999,2018-11-16,Cam,5.9,607
"Action, Horror",10.872,2018-01-05,Day of the Dead: Bloodline,4.1,238
Comedy,10.835999999999999,2018-06-29,Uncle Drew,6.5,220
"Comedy, Romance, Drama",10.783,2018-02-16,Irreplaceable You,7.0,410
"Science Fiction, Thriller",10.616,2018-06-29,Tau,6.3,599
"Thriller, Science Fiction, Horror",10.609000000000002,2018-09-07,Cold Skin,5.9,195
"Comedy, Drama",10.499,2018-04-16,Alex Strangelove,6.6,948
"Thriller, Crime",10.372,2018-05-11,Terminal,5.7,331
"Comedy, Adventure, Family, Fantasy",10.322000000000001,2018-11-22,The Christmas Chronicles,7.0,761
"Action, Adventure, Animation, Family",10.255999999999998,2018-09-07,Next Gen,7.0,268
"Thriller, Comedy, Action, Drama, Crime",10.144,2018-09-21,Assassination Nation,6.2,254
"Thriller, Drama, Fantasy, Horror",10.127,2018-08-17,Down a Dark Hall,5.4,253
"Comedy, Crime, Mystery",10.086,2018-04-20,Super Troopers 2,5.8,192
"Crime, Drama, History, Thriller",10.033999999999999,2018-06-15,Gotti,5.2,231
"Thriller, Mystery, Drama, Horror",10.017999999999999,2018-08-10,Summer of 84,6.8,345
"Action, Comedy",9.991,2018-03-23,"Game Over, Man!",5.5,479
"Comedy, Drama",9.908999999999999,2018-07-13,"Don't Worry, He Won't Get Far on Foot",6.6,201
Drama,9.752,2018-09-23,Rebel Without a Cause,7.7,740
"Animation, Family, Fantasy",9.721,2018-06-15,Bao,7.7,448
Thriller,9.671,2018-05-25,In Darkness,6.0,215
"Romance, Comedy",9.407,2018-11-30,A Christmas Prince: The Royal Wedding,6.3,408
"Thriller, Action, Crime",9.371,2018-01-12,Proud Mary,5.5,259
"Drama, History, Thriller, Crime",9.247,2018-10-10,22 July,7.2,450
"Thriller, Horror",9.177999999999999,2018-01-19,The Open House,3.7,791
"Action, Thriller, Drama",9.012,2018-04-11,Beirut,6.2,213
Drama,8.767999999999999,2018-09-14,The Children Act,6.6,270
